model_id,model_revision,task_family,r_semantic_class,r_operation,r_selection_policy,r_scope,r_edit_budget,n,both_correct,broke,recovered,both_wrong,clean_accuracy,perturbed_accuracy,delta,delta_ci_low,delta_ci_high,delta_ci_method,clean_conditioned_failure,retention,discordant_rate,mcnemar_p_value,mcnemar_method,answer_flip_rate,invalid_or_clarification_rate,n_audit_excluded,delta_valid_only,mcnemar_p_valid_only,p_value_adjustment,mcnemar_p_value_adjusted,is_significant_after_adjustment
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,fragmentation_matched,anywhere,1,42,16,6,1,19,0.5238095238095238,0.40476190476190477,0.11904761904761907,0.02380952380952378,0.2619047619047619,BCa,0.2727272727272727,0.7727272727272727,0.16666666666666666,0.07031250000000001,exact_midp,0.2857142857142857,0.0,0,0.11904761904761907,0.07031250000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,fragmentation_matched,anywhere,2,48,18,10,1,19,0.5833333333333334,0.3958333333333333,0.18750000000000006,0.08333333333333331,0.33333333333333337,BCa,0.35714285714285715,0.6785714285714285,0.22916666666666666,0.006347656249999997,exact_midp,0.375,0.0,0,0.18750000000000006,0.006347656249999997,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,informative_word,answer_critical,1,24,13,1,0,10,0.5833333333333334,0.5416666666666666,0.04166666666666674,0.0,0.24838298599183867,BCa,0.07142857142857142,0.9285714285714285,0.041666666666666664,0.5000000000000001,exact_midp,0.16666666666666666,0.0,0,0.04166666666666674,0.5000000000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,informative_word,answer_critical,2,24,9,5,1,9,0.5833333333333334,0.4166666666666667,0.16666666666666669,0.0,0.37500000000000006,BCa,0.35714285714285715,0.7142857142857143,0.25,0.12499999999999996,exact_midp,0.3333333333333333,0.0,0,0.16666666666666669,0.12499999999999996,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,keyboard_neighbor,anywhere,1,24,12,2,0,10,0.5833333333333334,0.5,0.08333333333333337,0.0,0.2916666666666667,BCa,0.14285714285714285,0.8571428571428571,0.08333333333333333,0.25,exact_midp,0.25,0.0,0,0.08333333333333337,0.25,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,keyboard_neighbor,anywhere,2,24,11,3,2,8,0.5833333333333334,0.5416666666666666,0.04166666666666674,-0.12499999999999994,0.25000000000000006,BCa,0.21428571428571427,0.9285714285714285,0.20833333333333334,0.6875,exact_midp,0.3333333333333333,0.0,0,0.04166666666666674,0.6875,holm_within_model_primary,1.0,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,keyboard_neighbor,anywhere,4,24,12,2,0,10,0.5833333333333334,0.5,0.08333333333333337,0.0,0.2916666666666667,BCa,0.14285714285714285,0.8571428571428571,0.08333333333333333,0.25,exact_midp,0.25,0.0,0,0.08333333333333337,0.25,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,keyboard_neighbor,anywhere,8,24,8,6,2,8,0.5833333333333334,0.4166666666666667,0.16666666666666669,-0.041666666666666685,0.37500000000000006,BCa,0.42857142857142855,0.7142857142857143,0.3333333333333333,0.17968749999999994,exact_midp,0.5416666666666666,0.0,0,0.16666666666666669,0.17968749999999994,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,keyboard_neighbor,content,1,24,11,3,0,10,0.5833333333333334,0.4583333333333333,0.12500000000000006,0.041666666666666685,0.375,BCa,0.21428571428571427,0.7857142857142856,0.125,0.125,exact_midp,0.20833333333333334,0.0,0,0.12500000000000006,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,keyboard_neighbor,content,2,24,9,5,2,8,0.5833333333333334,0.4583333333333333,0.12500000000000006,-0.041666666666666685,0.375,BCa,0.35714285714285715,0.7857142857142856,0.2916666666666667,0.2890624999999999,exact_midp,0.3333333333333333,0.0,0,0.12500000000000006,0.2890624999999999,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,substitute,keyboard_neighbor,content,4,24,12,2,1,9,0.5833333333333334,0.5416666666666666,0.04166666666666674,-0.04166666666666674,0.24999999999999994,BCa,0.14285714285714285,0.9285714285714285,0.125,0.6249999999999997,exact_midp,0.3333333333333333,0.0,0,0.04166666666666674,0.6249999999999997,bh_fdr_exploratory,0.7187499999999998,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,transpose,keyboard_neighbor,anywhere,1,24,11,3,0,10,0.5833333333333334,0.4583333333333333,0.12500000000000006,0.041666666666666685,0.375,BCa,0.21428571428571427,0.7857142857142856,0.125,0.125,exact_midp,0.20833333333333334,0.0,0,0.12500000000000006,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,transpose,keyboard_neighbor,anywhere,2,24,13,1,1,9,0.5833333333333334,0.5833333333333334,0.0,-0.125,0.125,BCa,0.07142857142857142,1.0,0.08333333333333333,0.4999999999999998,exact_midp,0.20833333333333334,0.0,0,0.0,0.4999999999999998,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,A,transpose,keyboard_neighbor,anywhere,4,24,11,3,4,6,0.5833333333333334,0.625,-0.04166666666666663,-0.25,0.20833333333333326,BCa,0.21428571428571427,1.0714285714285714,0.2916666666666667,0.7265625000000001,exact_midp,0.4166666666666667,0.0,0,-0.04166666666666663,0.7265625000000001,bh_fdr_exploratory,0.8003322557471265,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,B,substitute,homophone,anywhere,1,24,12,2,0,10,0.5833333333333334,0.5,0.08333333333333337,0.0,0.2916666666666667,BCa,0.14285714285714285,0.8571428571428571,0.08333333333333333,0.25,exact_midp,0.20833333333333334,0.0,0,0.08333333333333337,0.25,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,B,substitute,homophone,anywhere,2,24,12,2,0,10,0.5833333333333334,0.5,0.08333333333333337,0.0,0.2916666666666667,BCa,0.14285714285714285,0.8571428571428571,0.08333333333333333,0.25,exact_midp,0.20833333333333334,0.0,0,0.08333333333333337,0.25,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,B,substitute,real_word,anywhere,2,24,11,3,0,10,0.5833333333333334,0.4583333333333333,0.12500000000000006,0.041666666666666685,0.33687106182946996,BCa,0.21428571428571427,0.7857142857142856,0.125,0.125,exact_midp,0.2916666666666667,0.0,0,0.12500000000000006,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,B,substitute,real_word,anywhere,3,24,11,3,0,10,0.5833333333333334,0.4583333333333333,0.12500000000000006,0.041666666666666685,0.375,BCa,0.21428571428571427,0.7857142857142856,0.125,0.125,exact_midp,0.375,0.0,0,0.12500000000000006,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm8k,B,substitute,real_word,anywhere,4,24,7,7,1,9,0.5833333333333334,0.3333333333333333,0.25000000000000006,0.08333333333333331,0.5,BCa,0.5,0.5714285714285714,0.3333333333333333,0.03906250000000003,exact_midp,0.5416666666666666,0.0,0,0.25000000000000006,0.03906250000000003,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,delete,keyboard_neighbor,anywhere,1,24,9,1,0,14,0.4166666666666667,0.375,0.041666666666666685,0.0,0.20833333333333337,BCa,0.1,0.8999999999999999,0.041666666666666664,0.5000000000000001,exact_midp,0.2916666666666667,0.0,0,0.041666666666666685,0.5000000000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,delete,keyboard_neighbor,anywhere,2,24,8,2,1,13,0.4166666666666667,0.375,0.041666666666666685,-0.08333333333333331,0.20833333333333337,BCa,0.2,0.8999999999999999,0.125,0.6249999999999997,exact_midp,0.4583333333333333,0.0,0,0.041666666666666685,0.6249999999999997,bh_fdr_exploratory,0.7187499999999998,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,delete,keyboard_neighbor,anywhere,4,24,5,5,1,13,0.4166666666666667,0.25,0.16666666666666669,0.0,0.41666666666666663,BCa,0.5,0.6,0.25,0.12499999999999996,exact_midp,0.7083333333333334,0.0,0,0.16666666666666669,0.12499999999999996,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,delete,whitespace,anywhere,1,24,9,1,0,14,0.4166666666666667,0.375,0.041666666666666685,0.0,0.25,BCa,0.1,0.8999999999999999,0.041666666666666664,0.5000000000000001,exact_midp,0.16666666666666666,0.0,0,0.041666666666666685,0.5000000000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,delete,whitespace,anywhere,2,24,7,3,0,14,0.4166666666666667,0.2916666666666667,0.125,0.04166666666666663,0.2916666666666667,BCa,0.3,0.7000000000000001,0.125,0.125,exact_midp,0.4583333333333333,0.0,0,0.125,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,insert,filler_word,anywhere,1,24,8,2,2,12,0.4166666666666667,0.4166666666666667,0.0,-0.16666666666666669,0.16666666666666666,BCa,0.2,1.0,0.16666666666666666,0.6249999999999998,exact_midp,0.3333333333333333,0.0,0,0.0,0.6249999999999998,bh_fdr_exploratory,0.7187499999999998,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,insert,filler_word,anywhere,2,24,9,1,0,14,0.4166666666666667,0.375,0.041666666666666685,0.0,0.20833333333333334,BCa,0.1,0.8999999999999999,0.041666666666666664,0.5000000000000001,exact_midp,0.375,0.0,0,0.041666666666666685,0.5000000000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,insert,keyboard_neighbor,anywhere,1,24,10,0,1,13,0.4166666666666667,0.4583333333333333,-0.04166666666666663,-0.16666666666666666,0.0,BCa,0.0,1.0999999999999999,0.041666666666666664,0.5000000000000001,exact_midp,0.375,0.0,0,-0.04166666666666663,0.5000000000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,insert,keyboard_neighbor,anywhere,2,24,8,2,0,14,0.4166666666666667,0.3333333333333333,0.08333333333333337,0.04166666666666663,0.2923662607671152,BCa,0.2,0.7999999999999999,0.08333333333333333,0.25,exact_midp,0.4583333333333333,0.0,0,0.08333333333333337,0.25,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,insert,keyboard_neighbor,anywhere,4,24,5,5,0,14,0.4166666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333334,0.4264084404145858,BCa,0.5,0.5,0.20833333333333334,0.031250000000000014,exact_midp,0.5,0.0,0,0.20833333333333334,0.031250000000000014,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,fragmentation_matched,anywhere,1,42,11,5,1,25,0.38095238095238093,0.2857142857142857,0.09523809523809523,0.0,0.2142857142857143,BCa,0.3125,0.75,0.14285714285714285,0.12499999999999996,exact_midp,0.3333333333333333,0.0,0,0.09523809523809523,0.12499999999999996,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,fragmentation_matched,anywhere,2,46,10,8,3,25,0.391304347826087,0.2826086956521739,0.10869565217391308,0.0,0.2826086956521739,BCa,0.4444444444444444,0.7222222222222221,0.2391304347826087,0.14599609374999997,exact_midp,0.5869565217391305,0.0,0,0.10869565217391308,0.14599609374999997,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,informative_word,answer_critical,1,24,8,2,2,12,0.4166666666666667,0.4166666666666667,0.0,-0.16666666666666669,0.16666666666666669,BCa,0.2,1.0,0.16666666666666666,0.6249999999999998,exact_midp,0.4166666666666667,0.0,0,0.0,0.6249999999999998,bh_fdr_exploratory,0.7187499999999998,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,informative_word,answer_critical,2,24,7,3,0,14,0.4166666666666667,0.2916666666666667,0.125,0.04166666666666663,0.3333333333333333,BCa,0.3,0.7000000000000001,0.125,0.125,exact_midp,0.5,0.0,0,0.125,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,keyboard_neighbor,anywhere,1,24,6,4,0,14,0.4166666666666667,0.25,0.16666666666666669,0.08333333333333331,0.375,BCa,0.4,0.6,0.16666666666666666,0.0625,exact_midp,0.375,0.0,0,0.16666666666666669,0.0625,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,keyboard_neighbor,anywhere,2,24,6,4,1,13,0.4166666666666667,0.2916666666666667,0.125,-0.04166666666666663,0.33333333333333326,BCa,0.4,0.7000000000000001,0.20833333333333334,0.21875000000000003,exact_midp,0.4583333333333333,0.0,0,0.125,0.21875000000000003,holm_within_model_primary,0.8750000000000001,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,keyboard_neighbor,anywhere,4,24,5,5,0,14,0.4166666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333334,0.4583333333333333,BCa,0.5,0.5,0.20833333333333334,0.031250000000000014,exact_midp,0.5833333333333334,0.0,0,0.20833333333333334,0.031250000000000014,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,keyboard_neighbor,anywhere,8,24,4,6,1,13,0.4166666666666667,0.20833333333333334,0.20833333333333334,0.04166666666666666,0.45833333333333326,BCa,0.6,0.5,0.2916666666666667,0.07031250000000001,exact_midp,0.5833333333333334,0.0,0,0.20833333333333334,0.07031250000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,keyboard_neighbor,content,1,24,8,2,1,13,0.4166666666666667,0.375,0.041666666666666685,-0.08333333333333331,0.20833333333333334,BCa,0.2,0.8999999999999999,0.125,0.6249999999999997,exact_midp,0.375,0.0,0,0.041666666666666685,0.6249999999999997,bh_fdr_exploratory,0.7187499999999998,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,keyboard_neighbor,content,2,24,7,3,0,14,0.4166666666666667,0.2916666666666667,0.125,0.04166666666666663,0.3333333333333333,BCa,0.3,0.7000000000000001,0.125,0.125,exact_midp,0.4166666666666667,0.0,0,0.125,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,substitute,keyboard_neighbor,content,4,24,6,4,0,14,0.4166666666666667,0.25,0.16666666666666669,0.08333333333333331,0.375,BCa,0.4,0.6,0.16666666666666666,0.0625,exact_midp,0.5,0.0,0,0.16666666666666669,0.0625,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,transpose,keyboard_neighbor,anywhere,1,24,10,0,0,14,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,percentile,0.0,1.0,0.0,1.0,exact_midp,0.2916666666666667,0.0,0,0.0,1.0,bh_fdr_exploratory,1.0,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,transpose,keyboard_neighbor,anywhere,2,24,7,3,1,13,0.4166666666666667,0.3333333333333333,0.08333333333333337,-0.04166666666666663,0.2916666666666667,BCa,0.3,0.7999999999999999,0.16666666666666666,0.37500000000000006,exact_midp,0.5416666666666666,0.0,0,0.08333333333333337,0.37500000000000006,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,A,transpose,keyboard_neighbor,anywhere,4,24,6,4,1,13,0.4166666666666667,0.2916666666666667,0.125,-0.04166666666666666,0.33333333333333326,BCa,0.4,0.7000000000000001,0.20833333333333334,0.21875000000000003,exact_midp,0.5416666666666666,0.0,0,0.125,0.21875000000000003,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,B,substitute,homophone,anywhere,1,24,7,3,2,12,0.4166666666666667,0.375,0.041666666666666685,-0.125,0.25,BCa,0.3,0.8999999999999999,0.20833333333333334,0.6875,exact_midp,0.5,0.0,0,0.041666666666666685,0.6875,bh_fdr_exploratory,0.7616811175337189,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,B,substitute,homophone,anywhere,2,24,6,4,0,14,0.4166666666666667,0.25,0.16666666666666669,0.08333333333333331,0.41666666666666663,BCa,0.4,0.6,0.16666666666666666,0.0625,exact_midp,0.5,0.0,0,0.16666666666666669,0.0625,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,B,substitute,real_word,anywhere,2,24,6,4,0,14,0.4166666666666667,0.25,0.16666666666666669,0.08333333333333331,0.375,BCa,0.4,0.6,0.16666666666666666,0.0625,exact_midp,0.4166666666666667,0.0,0,0.16666666666666669,0.0625,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,B,substitute,real_word,anywhere,3,24,2,8,1,13,0.4166666666666667,0.125,0.2916666666666667,0.08333333333333334,0.5416666666666666,BCa,0.8,0.3,0.375,0.02148437499999999,exact_midp,0.7916666666666666,0.0,0,0.2916666666666667,0.02148437499999999,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,B,substitute,real_word,anywhere,4,24,7,3,0,14,0.4166666666666667,0.2916666666666667,0.125,0.04166666666666663,0.3333333333333333,BCa,0.3,0.7000000000000001,0.125,0.125,exact_midp,0.625,0.0,0,0.125,0.125,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,gsm_symbolic_official,C,substitute,keyboard_neighbor,anywhere,0,16,3,3,2,8,0.375,0.3125,0.0625,-0.1875,0.3125,BCa,0.5,0.8333333333333334,0.3125,0.6875,exact_midp,0.8125,0.0,0,0.0625,0.6875,bh_fdr_exploratory,0.7616811175337189,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,mmlu,A,delete,keyboard_neighbor,anywhere,1,24,12,0,1,11,0.5,0.5416666666666666,-0.04166666666666663,-0.16666666666666669,0.0,BCa,0.0,1.0833333333333333,0.041666666666666664,0.5000000000000001,exact_midp,0.08333333333333333,0.0,0,-0.04166666666666663,0.5000000000000001,bh_fdr_exploratory,0.7116336633663368,False
Qwen/Qwen2.5-1.5B-Instruct,989aa7980e4cf806f80c7fef2b1adb7bc71aa306,mmlu,A,delete,keyboard_neighbor,anywhere,2,24,12,0,1,11,0.5,0.5416666666666666,-0.04166666666666663,-0.16666666666666669,0.0,BCa,0.0,1.0833333333333333,0.041666666666666664,0.5000000000000001,exact_midp,0.125,0.0,0,-0.04166666666666663,0.5000000000000001,bh_fdr_exploratory,0.7116336633663368,False
